0	0.628852
10	0.95988
20	1.1147
30	1.14733
40	0.91784
50	1.3987
60	0.685712
70	1.23104
80	1.00825
90	0.47538
100	1.01676
110	0.589091
120	0.93982
130	1.13423
140	0.796222
150	1.08476
160	0.905971
170	0.629592
180	0.901518
190	0.460383
200	0.584349
210	0.834947
220	1.1011
230	1.1512
240	0.979589
250	0.890149
260	0.678562
270	0.677668
280	0.823657
290	1.24079
300	0.433741
310	0.883281
320	0.710231
330	1.00854
340	1.05133
350	1.07885
360	0.603525
370	1.1003
380	1.33121
390	1.16998
400	0.941297
410	0.670981
420	0.786002
430	0.909652
440	0.366254
450	0.767381
460	1.23643
470	0.791642
480	1.03033
490	0.662027
500	0.636664
510	1.2499
520	1.17734
530	0.772021
540	1.19106
550	0.526273
560	1.0668
570	1.25397
580	0.774004
590	1.13988
600	1.404
610	1.51133
620	1.04667
630	0.525916
640	0.86389
650	0.953142
660	0.818149
670	1.05275
680	1.08493
690	1.38821
700	0.552393
710	0.497361
720	0.974684
730	0.665712
740	1.03591
750	1.0985
760	1.12818
770	1.31633
780	0.790599
790	0.82221
800	0.603246
810	1.20613
820	0.293863
830	1.25494
840	1.07494
850	0.87672
860	1.21374
870	0.641673
880	0.99207
890	0.767425
900	1.2802
910	0.690848
920	0.886983
930	0.91142
940	1.05288
950	1.51175
960	0.521482
970	0.970023
980	0.6817
990	1.13749
1000	0.765762
1010	0.87666
1020	0.690009
1030	0.800411
1040	1.59529
1050	1.15781
1060	0.599653
1070	1.10462
1080	0.683375
1090	0.559796
1100	1.04748
1110	1.22687
1120	0.867632
1130	0.583802
1140	0.803496
1150	1.07444
1160	1.08743
1170	1.44049
1180	0.351206
1190	0.527524
1200	0.871528
1210	0.893448
1220	0.587964
1230	0.944896
1240	0.463061
1250	1.04684
1260	0.613786
1270	0.809082
1280	1.07711
1290	1.24609
1300	0.577185
1310	0.88994
1320	1.60912
1330	0.875797
1340	1.0989
1350	0.73581
1360	0.824275
1370	0.968268
1380	0.760974
1390	1.07315
1400	0.605182
1410	1.2276
1420	1.3021
1430	0.619609
1440	0.587139
1450	0.43294
1460	0.551111
1470	0.647634
1480	0.546918
1490	0.87299
1500	1.18185
1510	0.597025
1520	0.688785
1530	0.565314
1540	0.703021
1550	0.78644
1560	1.21666
1570	0.5938
1580	0.24458
1590	1.2128
1600	0.748796
1610	1.24442
1620	0.604975
1630	1.33591
1640	1.07166
1650	1.3324
1660	1.11805
1670	1.05735
1680	0.387232
1690	0.883243
1700	0.776164
1710	0.825178
1720	1.09712
1730	0.846692
1740	0.524457
1750	0.667552
1760	0.609483
1770	0.867439
1780	1.09282
1790	0.733633
1800	0.629433
1810	1.0127
1820	0.665131
1830	0.811627
1840	0.832099
1850	0.847281
1860	0.922079
1870	1.09179
1880	0.91539
1890	0.579772
1900	0.872402
1910	1.27848
1920	0.36579
1930	1.10624
1940	0.658448
1950	0.844004
1960	0.671511
1970	0.380076
1980	0.620676
1990	0.782915
2000	0.983389
2010	1.30679
2020	0.561689
2030	0.829694
2040	0.729998
2050	0.333207
2060	1.12492
2070	0.773435
2080	1.20909
2090	0.634401
2100	0.794368
2110	0.830904
2120	0.322051
