Epoch_0_H:	|epoch	avg_sum_se	
Epoch_0_D:	2568	0.269857	
Epoch_0_D:	2569	0.270374	
Epoch_0_D:	2570	0.328579	
Epoch_0_D:	2571	0.310833	
Epoch_0_D:	2572	0.298432	
Epoch_0_D:	2573	0.300018	
Epoch_0_D:	2574	0.293315	
Epoch_0_D:	2575	0.289609	
Epoch_0_D:	2576	0.288018	
Epoch_0_D:	2577	0.286633	
Epoch_0_D:	2578	0.290438	
Epoch_0_D:	2579	0.290255	
Epoch_0_D:	2580	0.285299	
Epoch_0_D:	2581	0.275042	
Epoch_0_D:	2582	0.273911	
Epoch_0_D:	2583	0.283321	
Epoch_0_D:	2584	0.287775	
Epoch_0_D:	2585	0.28604		
Epoch_0_D:	2586	0.284924	
Epoch_0_D:	2587	0.284967	
Epoch_0_D:	2588	0.287283	
Epoch_0_D:	2589	0.286848	
Epoch_0_D:	2590	0.363308	
Epoch_0_D:	2591	0.345528	
Epoch_0_D:	2592	0.335064	
Epoch_0_D:	2593	0.328872	
Epoch_0_D:	2594	0.320427	
Epoch_0_D:	2595	0.316991	
Epoch_0_D:	2596	0.314419	
Epoch_0_D:	2597	0.308257	
Epoch_0_D:	2598	0.304262	
Epoch_0_D:	2599	0.303222	
Epoch_0_D:	2600	0.30729		
Epoch_0_D:	2601	0.27062		
Epoch_0_D:	2602	0.272498	
Epoch_0_D:	2603	0.26653		
Epoch_0_D:	2604	0.261459	
Epoch_0_D:	2605	0.259432	
Epoch_0_D:	2606	0.260119	
Epoch_0_D:	2607	0.26081		
Epoch_0_D:	2608	0.258156	
Epoch_0_D:	2609	0.259559	
Epoch_0_D:	2610	0.325139	
Epoch_0_D:	2611	0.318992	
Epoch_0_D:	2612	0.302508	
Epoch_0_D:	2613	0.299181	
Epoch_0_D:	2614	0.299241	
Epoch_0_D:	2615	0.294628	
Epoch_0_D:	2616	0.29745		
Epoch_0_D:	2617	0.301426	
Epoch_0_D:	2618	0.298916	
Epoch_0_D:	2619	0.300422	
Epoch_0_D:	2620	0.285355	
Epoch_0_D:	2621	0.266534	
Epoch_0_D:	2622	0.264926	
Epoch_0_D:	2623	0.269298	
Epoch_0_D:	2624	0.265833	
Epoch_0_D:	2625	0.266897	
Epoch_0_D:	2626	0.26897		
Epoch_0_D:	2627	0.267307	
Epoch_0_D:	2628	0.268067	
Epoch_0_D:	2629	0.264593	
Epoch_0_D:	2630	0.273623	
Epoch_0_D:	2631	0.284865	
Epoch_0_D:	2632	0.283948	
Epoch_0_D:	2633	0.284453	
Epoch_0_D:	2634	0.285049	
Epoch_0_D:	2635	0.285375	
Epoch_0_D:	2636	0.284824	
Epoch_0_D:	2637	0.285007	
Epoch_0_D:	2638	0.285171	
Epoch_0_D:	2639	0.285318	
Epoch_0_D:	2640	0.319543	
Epoch_0_D:	2641	0.309238	
Epoch_0_D:	2642	0.299936	
Epoch_0_D:	2643	0.302534	
Epoch_0_D:	2644	0.295068	
Epoch_0_D:	2645	0.29168		
Epoch_0_D:	2646	0.285108	
Epoch_0_D:	2647	0.272316	
Epoch_0_D:	2648	0.281184	
Epoch_0_D:	2649	0.2789		
Epoch_0_D:	2650	0.29204		
Epoch_0_D:	2651	0.293638	
Epoch_0_D:	2652	0.297418	
Epoch_0_D:	2653	0.283201	
Epoch_0_D:	2654	0.288089	
Epoch_0_D:	2655	0.282105	
Epoch_0_D:	2656	0.284897	
Epoch_0_D:	2657	0.283752	
Epoch_0_D:	2658	0.28352		
Epoch_0_D:	2659	0.283993	
Epoch_0_D:	2660	0.260779	
Epoch_0_D:	2661	0.269118	
Epoch_0_D:	2662	0.276394	
Epoch_0_D:	2663	0.28119		
Epoch_0_D:	2664	0.282025	
Epoch_0_D:	2665	0.283544	
Epoch_0_D:	2666	0.283386	
Epoch_0_D:	2667	0.284176	
Epoch_0_D:	2668	0.284723	
Epoch_0_D:	2669	0.285299	
Epoch_0_D:	2670	0.322241	
Epoch_0_D:	2671	0.297681	
Epoch_0_D:	2672	0.279764	
Epoch_0_D:	2673	0.269812	
Epoch_0_D:	2674	0.264344	
Epoch_0_D:	2675	0.261844	
Epoch_0_D:	2676	0.260399	
Epoch_0_D:	2677	0.260661	
Epoch_0_D:	2678	0.258449	
Epoch_0_D:	2679	0.259077	
Epoch_0_D:	2680	0.257405	
Epoch_0_D:	2681	0.262419	
Epoch_0_D:	2682	0.256517	
Epoch_0_D:	2683	0.253368	
Epoch_0_D:	2684	0.260425	
Epoch_0_D:	2685	0.262531	
Epoch_0_D:	2686	0.263011	
Epoch_0_D:	2687	0.266101	
Epoch_0_D:	2688	0.2634		
Epoch_0_D:	2689	0.263878	
Epoch_0_D:	2690	0.306562	
Epoch_0_D:	2691	0.291471	
Epoch_0_D:	2692	0.28464		
Epoch_0_D:	2693	0.281224	
Epoch_0_D:	2694	0.280867	
Epoch_0_D:	2695	0.280584	
Epoch_0_D:	2696	0.284012	
Epoch_0_D:	2697	0.277645	
Epoch_0_D:	2698	0.280833	
Epoch_0_D:	2699	0.281235	
Epoch_0_D:	2700	0.275366	
Epoch_0_D:	2701	0.268435	
Epoch_0_D:	2702	0.251173	
Epoch_0_D:	2703	0.250976	
Epoch_0_D:	2704	0.247062	
Epoch_0_D:	2705	0.247599	
Epoch_0_D:	2706	0.246251	
Epoch_0_D:	2707	0.246946	
Epoch_0_D:	2708	0.244854	
Epoch_0_D:	2709	0.238111	
Epoch_0_D:	2710	0.278598	
Epoch_0_D:	2711	0.283317	
Epoch_0_D:	2712	0.282926	
Epoch_0_D:	2713	0.285875	
Epoch_0_D:	2714	0.284641	
Epoch_0_D:	2715	0.285807	
Epoch_0_D:	2716	0.284979	
Epoch_0_D:	2717	0.284973	
Epoch_0_D:	2718	0.28497		
Epoch_0_D:	2719	0.283548	
Epoch_0_D:	2720	0.338781	
Epoch_0_D:	2721	0.31454		
Epoch_0_D:	2722	0.309854	
Epoch_0_D:	2723	0.311535	
Epoch_0_D:	2724	0.306757	
Epoch_0_D:	2725	0.30423		
Epoch_0_D:	2726	0.29805		
Epoch_0_D:	2727	0.28832		
Epoch_0_D:	2728	0.28836		
Epoch_0_D:	2729	0.2884		
Epoch_0_D:	2730	0.285039	
Epoch_0_D:	2731	0.269269	
Epoch_0_D:	2732	0.262283	
Epoch_0_D:	2733	0.266323	
Epoch_0_D:	2734	0.265403	
Epoch_0_D:	2735	0.263836	
Epoch_0_D:	2736	0.264639	
Epoch_0_D:	2737	0.2653		
Epoch_0_D:	2738	0.266368	
Epoch_0_D:	2739	0.267923	
Epoch_0_D:	2740	0.345961	
Epoch_0_D:	2741	0.314826	
Epoch_0_D:	2742	0.276352	
Epoch_0_D:	2743	0.275319	
Epoch_0_D:	2744	0.276499	
Epoch_0_D:	2745	0.273452	
Epoch_0_D:	2746	0.272354	
Epoch_0_D:	2747	0.269677	
Epoch_0_D:	2748	0.269705	
Epoch_0_D:	2749	0.267413	
Epoch_0_D:	2750	0.290267	
Epoch_0_D:	2751	0.277412	
Epoch_0_D:	2752	0.280503	
Epoch_0_D:	2753	0.275014	
Epoch_0_D:	2754	0.277137	
Epoch_0_D:	2755	0.275298	
Epoch_0_D:	2756	0.279412	
Epoch_0_D:	2757	0.276586	
Epoch_0_D:	2758	0.281533	
Epoch_0_D:	2759	0.275063	
Epoch_0_D:	2760	0.287401	
Epoch_0_D:	2761	0.264119	
Epoch_0_D:	2762	0.260616	
Epoch_0_D:	2763	0.260607	
Epoch_0_D:	2764	0.255884	
Epoch_0_D:	2765	0.258298	
Epoch_0_D:	2766	0.254704	
Epoch_0_D:	2767	0.257143	
Epoch_0_D:	2768	0.25677		
Epoch_0_D:	2769	0.256745	
Epoch_0_D:	2770	0.274712	
Epoch_0_D:	2771	0.256743	
Epoch_0_D:	2772	0.253074	
Epoch_0_D:	2773	0.255544	
Epoch_0_D:	2774	0.258585	
Epoch_0_D:	2775	0.257944	
Epoch_0_D:	2776	0.257048	
Epoch_0_D:	2777	0.257016	
Epoch_0_D:	2778	0.256523	
Epoch_0_D:	2779	0.258107	
Epoch_0_D:	2780	0.340989	
Epoch_0_D:	2781	0.325362	
Epoch_0_D:	2782	0.322415	
Epoch_0_D:	2783	0.31034		
Epoch_0_D:	2784	0.314238	
Epoch_0_D:	2785	0.306218	
Epoch_0_D:	2786	0.309697	
Epoch_0_D:	2787	0.306851	
Epoch_0_D:	2788	0.304175	
Epoch_0_D:	2789	0.307019	
Epoch_0_D:	2790	0.314936	
Epoch_0_D:	2791	0.285649	
Epoch_0_D:	2792	0.285794	
Epoch_0_D:	2793	0.284255	
Epoch_0_D:	2794	0.277705	
Epoch_0_D:	2795	0.275356	
Epoch_0_D:	2796	0.273633	
Epoch_0_D:	2797	0.271087	
Epoch_0_D:	2798	0.267193	
Epoch_0_D:	2799	0.264852	
Epoch_0_D:	2800	0.266402	
Epoch_0_D:	2801	0.260147	
Epoch_0_D:	2802	0.26062		
Epoch_0_D:	2803	0.265385	
Epoch_0_D:	2804	0.267787	
Epoch_0_D:	2805	0.264369	
Epoch_0_D:	2806	0.260083	
Epoch_0_D:	2807	0.258293	
Epoch_0_D:	2808	0.26		
Epoch_0_D:	2809	0.260728	
Epoch_0_D:	2810	0.274019	
Epoch_0_D:	2811	0.276762	
Epoch_0_D:	2812	0.282456	
Epoch_0_D:	2813	0.281743	
Epoch_0_D:	2814	0.281207	
Epoch_0_D:	2815	0.282375	
Epoch_0_D:	2816	0.282281	
Epoch_0_D:	2817	0.281535	
Epoch_0_D:	2818	0.280878	
Epoch_0_D:	2819	0.284044	
Epoch_0_D:	2820	0.311172	
Epoch_0_D:	2821	0.316756	
Epoch_0_D:	2822	0.300987	
Epoch_0_D:	2823	0.303373	
Epoch_0_D:	2824	0.291959	
Epoch_0_D:	2825	0.297168	
Epoch_0_D:	2826	0.286845	
Epoch_0_D:	2827	0.296211	
Epoch_0_D:	2828	0.281967	
Epoch_0_D:	2829	0.291444	
Epoch_0_D:	2830	0.316637	
Epoch_0_D:	2831	0.28191		
Epoch_0_D:	2832	0.258741	
Epoch_0_D:	2833	0.26177		
Epoch_0_D:	2834	0.256747	
Epoch_0_D:	2835	0.252003	
Epoch_0_D:	2836	0.245137	
Epoch_0_D:	2837	0.245618	
Epoch_0_D:	2838	0.252544	
Epoch_0_D:	2839	0.252325	
Epoch_0_D:	2840	0.280355	
Epoch_0_D:	2841	0.266108	
Epoch_0_D:	2842	0.262573	
Epoch_0_D:	2843	0.267934	
Epoch_0_D:	2844	0.272243	
Epoch_0_D:	2845	0.272088	
Epoch_0_D:	2846	0.272999	
Epoch_0_D:	2847	0.272618	
Epoch_0_D:	2848	0.270866	
Epoch_0_D:	2849	0.27129		
Epoch_0_D:	2850	0.34781		
Epoch_0_D:	2851	0.318822	
Epoch_0_D:	2852	0.304818	
Epoch_0_D:	2853	0.29756		
Epoch_0_D:	2854	0.299313	
Epoch_0_D:	2855	0.288779	
Epoch_0_D:	2856	0.291233	
Epoch_0_D:	2857	0.281416	
Epoch_0_D:	2858	0.275264	
Epoch_0_D:	2859	0.273927	
Epoch_0_D:	2860	0.253031	
Epoch_0_D:	2861	0.265391	
Epoch_0_D:	2862	0.261387	
Epoch_0_D:	2863	0.265237	
Epoch_0_D:	2864	0.260971	
Epoch_0_D:	2865	0.259925	
Epoch_0_D:	2866	0.26032		
Epoch_0_D:	2867	0.260206	
Epoch_0_D:	2868	0.262922	
Epoch_0_D:	2869	0.260762	
Epoch_0_D:	2870	0.276928	
Epoch_0_D:	2871	0.271713	
Epoch_0_D:	2872	0.2679		
Epoch_0_D:	2873	0.269559	
Epoch_0_D:	2874	0.270476	
Epoch_0_D:	2875	0.266411	
Epoch_0_D:	2876	0.269149	
Epoch_0_D:	2877	0.267958	
Epoch_0_D:	2878	0.267861	
Epoch_0_D:	2879	0.267762	
Epoch_0_D:	2880	0.298033	
Epoch_0_D:	2881	0.274025	
Epoch_0_D:	2882	0.265949	
Epoch_0_D:	2883	0.266252	
Epoch_0_D:	2884	0.264854	
Epoch_0_D:	2885	0.264321	
Epoch_0_D:	2886	0.263792	
Epoch_0_D:	2887	0.263302	
Epoch_0_D:	2888	0.265275	
Epoch_0_D:	2889	0.267209	
Epoch_0_D:	2890	0.311586	
Epoch_0_D:	2891	0.28236		
Epoch_0_D:	2892	0.268591	
Epoch_0_D:	2893	0.261416	
Epoch_0_D:	2894	0.261835	
Epoch_0_D:	2895	0.262526	
Epoch_0_D:	2896	0.261357	
Epoch_0_D:	2897	0.265816	
Epoch_0_D:	2898	0.261147	
Epoch_0_D:	2899	0.259567	
Epoch_0_D:	2900	0.301339	
Epoch_0_D:	2901	0.308013	
Epoch_0_D:	2902	0.308189	
Epoch_0_D:	2903	0.309531	
Epoch_0_D:	2904	0.310274	
Epoch_0_D:	2905	0.309545	
Epoch_0_D:	2906	0.307963	
Epoch_0_D:	2907	0.305391	
Epoch_0_D:	2908	0.302339	
Epoch_0_D:	2909	0.30266		
Epoch_0_D:	2910	0.321286	
Epoch_0_D:	2911	0.307975	
Epoch_0_D:	2912	0.301015	
Epoch_0_D:	2913	0.293799	
Epoch_0_D:	2914	0.29086		
Epoch_0_D:	2915	0.287403	
Epoch_0_D:	2916	0.283038	
Epoch_0_D:	2917	0.279216	
Epoch_0_D:	2918	0.280256	
Epoch_0_D:	2919	0.274764	
Epoch_0_D:	2920	0.344258	
Epoch_0_D:	2921	0.295444	
Epoch_0_D:	2922	0.294322	
Epoch_0_D:	2923	0.291277	
Epoch_0_D:	2924	0.290572	
Epoch_0_D:	2925	0.291874	
Epoch_0_D:	2926	0.296565	
Epoch_0_D:	2927	0.296857	
Epoch_0_D:	2928	0.293771	
Epoch_0_D:	2929	0.291444	
Epoch_0_D:	2930	0.302197	
Epoch_0_D:	2931	0.296113	
Epoch_0_D:	2932	0.292596	
Epoch_0_D:	2933	0.285962	
Epoch_0_D:	2934	0.282199	
Epoch_0_D:	2935	0.284043	
Epoch_0_D:	2936	0.286092	
Epoch_0_D:	2937	0.287017	
Epoch_0_D:	2938	0.287577	
Epoch_0_D:	2939	0.283155	
Epoch_0_D:	2940	0.281277	
Epoch_0_D:	2941	0.269939	
Epoch_0_D:	2942	0.278773	
Epoch_0_D:	2943	0.272784	
Epoch_0_D:	2944	0.275478	
Epoch_0_D:	2945	0.277696	
Epoch_0_D:	2946	0.282418	
Epoch_0_D:	2947	0.282913	
Epoch_0_D:	2948	0.282449	
Epoch_0_D:	2949	0.284866	
Epoch_0_D:	2950	0.329026	
Epoch_0_D:	2951	0.283357	
Epoch_0_D:	2952	0.265318	
Epoch_0_D:	2953	0.264503	
Epoch_0_D:	2954	0.260894	
Epoch_0_D:	2955	0.261818	
Epoch_0_D:	2956	0.259931	
Epoch_0_D:	2957	0.255344	
Epoch_0_D:	2958	0.252981	
Epoch_0_D:	2959	0.241174	
Epoch_0_D:	2960	0.285535	
Epoch_0_D:	2961	0.292463	
Epoch_0_D:	2962	0.27907		
Epoch_0_D:	2963	0.284697	
Epoch_0_D:	2964	0.281142	
Epoch_0_D:	2965	0.287341	
Epoch_0_D:	2966	0.280691	
Epoch_0_D:	2967	0.287549	
Epoch_0_D:	2968	0.279523	
Epoch_0_D:	2969	0.289008	
Epoch_0_D:	2970	0.320773	
Epoch_0_D:	2971	0.319724	
Epoch_0_D:	2972	0.302147	
Epoch_0_D:	2973	0.311027	
Epoch_0_D:	2974	0.299241	
Epoch_0_D:	2975	0.311822	
Epoch_0_D:	2976	0.300951	
Epoch_0_D:	2977	0.30755		
Epoch_0_D:	2978	0.298591	
Epoch_0_D:	2979	0.303604	
Epoch_0_D:	2980	0.287378	
Epoch_0_D:	2981	0.277944	
Epoch_0_D:	2982	0.277007	
Epoch_0_D:	2983	0.274591	
Epoch_0_D:	2984	0.272518	
Epoch_0_D:	2985	0.270753	
Epoch_0_D:	2986	0.272558	
Epoch_0_D:	2987	0.272669	
Epoch_0_D:	2988	0.270133	
Epoch_0_D:	2989	0.267742	
Epoch_0_D:	2990	0.284478	
Epoch_0_D:	2991	0.271985	
Epoch_0_D:	2992	0.263718	
Epoch_0_D:	2993	0.26289		
Epoch_0_D:	2994	0.2613		
Epoch_0_D:	2995	0.261114	
Epoch_0_D:	2996	0.260874	
Epoch_0_D:	2997	0.258742	
Epoch_0_D:	2998	0.262148	
Epoch_0_D:	2999	0.261956	
Epoch_0_D:	3000	0.310133	
Epoch_0_D:	3001	0.289003	
Epoch_0_D:	3002	0.288799	
Epoch_0_D:	3003	0.283881	
Epoch_0_D:	3004	0.27925		
Epoch_0_D:	3005	0.281629	
Epoch_0_D:	3006	0.279068	
Epoch_0_D:	3007	0.28078		
Epoch_0_D:	3008	0.281814	
Epoch_0_D:	3009	0.281627	
Epoch_0_D:	3010	0.282897	
Epoch_0_D:	3011	0.274248	
Epoch_0_D:	3012	0.284298	
Epoch_0_D:	3013	0.293446	
Epoch_0_D:	3014	0.298712	
Epoch_0_D:	3015	0.299543	
Epoch_0_D:	3016	0.299514	
Epoch_0_D:	3017	0.299406	
Epoch_0_D:	3018	0.300676	
Epoch_0_D:	3019	0.301471	
Epoch_0_D:	3020	0.320395	
Epoch_0_D:	3021	0.301759	
Epoch_0_D:	3022	0.291699	
Epoch_0_D:	3023	0.283926	
Epoch_0_D:	3024	0.281549	
Epoch_0_D:	3025	0.277984	
Epoch_0_D:	3026	0.280501	
Epoch_0_D:	3027	0.278241	
Epoch_0_D:	3028	0.278995	
Epoch_0_D:	3029	0.276036	
Epoch_0_D:	3030	0.336813	
Epoch_0_D:	3031	0.306805	
Epoch_0_D:	3032	0.299039	
Epoch_0_D:	3033	0.298326	
Epoch_0_D:	3034	0.284266	
Epoch_0_D:	3035	0.281773	
Epoch_0_D:	3036	0.281045	
Epoch_0_D:	3037	0.281549	
Epoch_0_D:	3038	0.280863	
Epoch_0_D:	3039	0.278814	
Epoch_0_D:	3040	0.309534	
Epoch_0_D:	3041	0.278636	
Epoch_0_D:	3042	0.274421	
Epoch_0_D:	3043	0.280185	
Epoch_0_D:	3044	0.28053		
Epoch_0_D:	3045	0.28219		
Epoch_0_D:	3046	0.281719	
Epoch_0_D:	3047	0.281978	
Epoch_0_D:	3048	0.28159		
Epoch_0_D:	3049	0.277703	
Epoch_0_D:	3050	0.303988	
Epoch_0_D:	3051	0.274235	
Epoch_0_D:	3052	0.279736	
Epoch_0_D:	3053	0.283571	
Epoch_0_D:	3054	0.29004		
Epoch_0_D:	3055	0.28695		
Epoch_0_D:	3056	0.284		
Epoch_0_D:	3057	0.282719	
Epoch_0_D:	3058	0.282087	
Epoch_0_D:	3059	0.279544	
Epoch_0_D:	3060	0.276783	
Epoch_0_D:	3061	0.264149	
Epoch_0_D:	3062	0.254771	
Epoch_0_D:	3063	0.257928	
Epoch_0_D:	3064	0.252294	
Epoch_0_D:	3065	0.25595		
Epoch_0_D:	3066	0.254031	
Epoch_0_D:	3067	0.256906	
Epoch_0_D:	3068	0.259082	
Epoch_0_D:	3069	0.2608		
Epoch_0_D:	3070	0.312101	
Epoch_0_D:	3071	0.329158	
Epoch_0_D:	3072	0.32205		
Epoch_0_D:	3073	0.310357	
Epoch_0_D:	3074	0.307603	
Epoch_0_D:	3075	0.302768	
Epoch_0_D:	3076	0.300054	
Epoch_0_D:	3077	0.299986	
Epoch_0_D:	3078	0.29871		
Epoch_0_D:	3079	0.297609	
Epoch_0_D:	3080	0.321512	
Epoch_0_D:	3081	0.29557		
Epoch_0_D:	3082	0.288749	
Epoch_0_D:	3083	0.280343	
Epoch_0_D:	3084	0.281054	
Epoch_0_D:	3085	0.279534	
Epoch_0_D:	3086	0.279346	
Epoch_0_D:	3087	0.280379	
Epoch_0_D:	3088	0.275456	
Epoch_0_D:	3089	0.275591	
Epoch_0_D:	3090	0.280161	
Epoch_0_D:	3091	0.242646	
Epoch_0_D:	3092	0.237831	
Epoch_0_D:	3093	0.230591	
Epoch_0_D:	3094	0.215048	
Epoch_0_D:	3095	0.216738	
Epoch_0_D:	3096	0.218292	
Epoch_0_D:	3097	0.220874	
Epoch_0_D:	3098	0.223071	
Epoch_0_D:	3099	0.219376	
Epoch_0_D:	3100	0.293634	
Epoch_0_D:	3101	0.289475	
Epoch_0_D:	3102	0.272255	
Epoch_0_D:	3103	0.275691	
Epoch_0_D:	3104	0.275904	
Epoch_0_D:	3105	0.273351	
Epoch_0_D:	3106	0.272213	
Epoch_0_D:	3107	0.270112	
Epoch_0_D:	3108	0.267404	
Epoch_0_D:	3109	0.269266	
Epoch_0_D:	3110	0.298752	
Epoch_0_D:	3111	0.301589	
Epoch_0_D:	3112	0.304547	
Epoch_0_D:	3113	0.31179		
Epoch_0_D:	3114	0.310699	
Epoch_0_D:	3115	0.30842		
Epoch_0_D:	3116	0.307438	
Epoch_0_D:	3117	0.304913	
Epoch_0_D:	3118	0.304032	
Epoch_0_D:	3119	0.303204	
Epoch_0_D:	3120	0.293793	
Epoch_0_D:	3121	0.257141	
Epoch_0_D:	3122	0.246737	
Epoch_0_D:	3123	0.239228	
Epoch_0_D:	3124	0.23213		
Epoch_0_D:	3125	0.235002	
Epoch_0_D:	3126	0.237746	
Epoch_0_D:	3127	0.23813		
Epoch_0_D:	3128	0.237916	
Epoch_0_D:	3129	0.233868	
Epoch_0_D:	3130	0.296463	
Epoch_0_D:	3131	0.273887	
Epoch_0_D:	3132	0.284652	
Epoch_0_D:	3133	0.269752	
Epoch_0_D:	3134	0.288435	
Epoch_0_D:	3135	0.267531	
Epoch_0_D:	3136	0.294426	
Epoch_0_D:	3137	0.267841	
Epoch_0_D:	3138	0.294033	
Epoch_0_D:	3139	0.267162	
Epoch_0_D:	3140	0.271388	
Epoch_0_D:	3141	0.269286	
Epoch_0_D:	3142	0.28433		
Epoch_0_D:	3143	0.284904	
Epoch_0_D:	3144	0.281131	
Epoch_0_D:	3145	0.278951	
Epoch_0_D:	3146	0.273077	
Epoch_0_D:	3147	0.274916	
Epoch_0_D:	3148	0.274371	
Epoch_0_D:	3149	0.277827	
Epoch_0_D:	3150	0.31496		
Epoch_0_D:	3151	0.28416		
Epoch_0_D:	3152	0.278755	
Epoch_0_D:	3153	0.26945		
Epoch_0_D:	3154	0.272024	
Epoch_0_D:	3155	0.275001	
Epoch_0_D:	3156	0.274751	
Epoch_0_D:	3157	0.276998	
Epoch_0_D:	3158	0.279447	
Epoch_0_D:	3159	0.278734	
Epoch_0_D:	3160	0.314172	
Epoch_0_D:	3161	0.304603	
Epoch_0_D:	3162	0.314756	
Epoch_0_D:	3163	0.314581	
Epoch_0_D:	3164	0.307277	
Epoch_0_D:	3165	0.305215	
Epoch_0_D:	3166	0.308457	
Epoch_0_D:	3167	0.308206	
Epoch_0_D:	3168	0.30728		
Epoch_0_D:	3169	0.306489	
Epoch_0_D:	3170	0.343627	
Epoch_0_D:	3171	0.323755	
Epoch_0_D:	3172	0.312715	
Epoch_0_D:	3173	0.317555	
Epoch_0_D:	3174	0.312323	
Epoch_0_D:	3175	0.309433	
Epoch_0_D:	3176	0.305373	
Epoch_0_D:	3177	0.305312	
Epoch_0_D:	3178	0.304207	
Epoch_0_D:	3179	0.30047		
Epoch_0_D:	3180	0.303638	
Epoch_0_D:	3181	0.282111	
Epoch_0_D:	3182	0.279394	
Epoch_0_D:	3183	0.272306	
Epoch_0_D:	3184	0.275343	
Epoch_0_D:	3185	0.268073	
Epoch_0_D:	3186	0.267912	
Epoch_0_D:	3187	0.265078	
Epoch_0_D:	3188	0.267159	
Epoch_0_D:	3189	0.268027	
Epoch_0_D:	3190	0.283231	
Epoch_0_D:	3191	0.293037	
Epoch_0_D:	3192	0.293216	
Epoch_0_D:	3193	0.299223	
Epoch_0_D:	3194	0.298362	
Epoch_0_D:	3195	0.290049	
Epoch_0_D:	3196	0.28939		
Epoch_0_D:	3197	0.290517	
Epoch_0_D:	3198	0.290546	
Epoch_0_D:	3199	0.289731	
Epoch_0_D:	3200	0.266068	
Epoch_0_D:	3201	0.257639	
Epoch_0_D:	3202	0.268979	
Epoch_0_D:	3203	0.272263	
Epoch_0_D:	3204	0.273233	
Epoch_0_D:	3205	0.271891	
Epoch_0_D:	3206	0.270244	
Epoch_0_D:	3207	0.265934	
Epoch_0_D:	3208	0.262719	
Epoch_0_D:	3209	0.262882	
Epoch_0_D:	3210	0.314259	
Epoch_0_D:	3211	0.301239	
Epoch_0_D:	3212	0.297419	
Epoch_0_D:	3213	0.290518	
Epoch_0_D:	3214	0.278975	
Epoch_0_D:	3215	0.27836		
Epoch_0_D:	3216	0.276565	
Epoch_0_D:	3217	0.26959		
Epoch_0_D:	3218	0.263734	
Epoch_0_D:	3219	0.262516	
Epoch_0_D:	3220	0.276104	
Epoch_0_D:	3221	0.27559		
Epoch_0_D:	3222	0.270294	
Epoch_0_D:	3223	0.27011		
Epoch_0_D:	3224	0.265876	
Epoch_0_D:	3225	0.268473	
Epoch_0_D:	3226	0.266904	
Epoch_0_D:	3227	0.265011	
Epoch_0_D:	3228	0.264557	
Epoch_0_D:	3229	0.264121	
Epoch_0_D:	3230	0.292929	
Epoch_0_D:	3231	0.297221	
Epoch_0_D:	3232	0.289651	
Epoch_0_D:	3233	0.291484	
Epoch_0_D:	3234	0.297673	
Epoch_0_D:	3235	0.299311	
Epoch_0_D:	3236	0.298419	
Epoch_0_D:	3237	0.299219	
Epoch_0_D:	3238	0.300155	
Epoch_0_D:	3239	0.298783	
Epoch_0_D:	3240	0.310374	
Epoch_0_D:	3241	0.308446	
Epoch_0_D:	3242	0.301226	
Epoch_0_D:	3243	0.291023	
Epoch_0_D:	3244	0.291082	
Epoch_0_D:	3245	0.289786	
Epoch_0_D:	3246	0.2898		
Epoch_0_D:	3247	0.289851	
Epoch_0_D:	3248	0.290103	
Epoch_0_D:	3249	0.290254	
Epoch_0_D:	3250	0.31684		
Epoch_0_D:	3251	0.29789		
Epoch_0_D:	3252	0.298414	
Epoch_0_D:	3253	0.294786	
Epoch_0_D:	3254	0.292397	
Epoch_0_D:	3255	0.28897		
Epoch_0_D:	3256	0.288072	
Epoch_0_D:	3257	0.28421		
Epoch_0_D:	3258	0.284725	
Epoch_0_D:	3259	0.287834	
Epoch_0_D:	3260	0.303972	
Epoch_0_D:	3261	0.288382	
Epoch_0_D:	3262	0.291817	
Epoch_0_D:	3263	0.294177	
Epoch_0_D:	3264	0.296347	
Epoch_0_D:	3265	0.296799	
Epoch_0_D:	3266	0.296008	
Epoch_0_D:	3267	0.295983	
Epoch_0_D:	3268	0.296246	
Epoch_0_D:	3269	0.294476	
Epoch_0_D:	3270	0.328068	
Epoch_0_D:	3271	0.299804	
Epoch_0_D:	3272	0.286591	
Epoch_0_D:	3273	0.286579	
Epoch_0_D:	3274	0.278295	
Epoch_0_D:	3275	0.272606	
Epoch_0_D:	3276	0.275914	
Epoch_0_D:	3277	0.276056	
Epoch_0_D:	3278	0.27939		
Epoch_0_D:	3279	0.279635	
Epoch_0_D:	3280	0.309557	
Epoch_0_D:	3281	0.277734	
Epoch_0_D:	3282	0.256466	
Epoch_0_D:	3283	0.246097	
Epoch_0_D:	3284	0.252576	
Epoch_0_D:	3285	0.252398	
Epoch_0_D:	3286	0.250066	
Epoch_0_D:	3287	0.251501	
Epoch_0_D:	3288	0.253927	
Epoch_0_D:	3289	0.252361	
Epoch_0_D:	3290	0.248358	
Epoch_0_D:	3291	0.246436	
Epoch_0_D:	3292	0.262299	
Epoch_0_D:	3293	0.26038		
Epoch_0_D:	3294	0.265951	
Epoch_0_D:	3295	0.258605	
Epoch_0_D:	3296	0.266505	
Epoch_0_D:	3297	0.255434	
Epoch_0_D:	3298	0.265479	
Epoch_0_D:	3299	0.257331	
Epoch_0_D:	3300	0.311792	
Epoch_0_D:	3301	0.303342	
Epoch_0_D:	3302	0.30472		
